,Reg Valid Date,City,State,Zip,County,Model Year,Make,Registration year,latitude,longitude
902,2021-12-18,FLUSHING,NY,11355,QUEENS,2022,TESLA,2021,40.7536,-73.8226
905,2021-12-29,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
919,2021-12-01,BROOKLYN,NY,11217,KINGS,2022,TESLA,2021,40.6816,-73.9798
921,2021-12-17,NEW YORK,NY,10012,NEW YORK,2022,TESLA,2021,40.7255,-73.9983
927,2021-12-08,NEW YORK,NY,10019,NEW YORK,2022,TESLA,2021,40.7651,-73.9858
929,2021-12-07,STATEN ISLAND,NY,10309,NEW YORK,2022,TESLA,2021,40.5352,-74.2116
932,2021-12-19,FRESH MEADOWS,NY,11366,QUEENS,2022,TESLA,2021,40.7272,-73.7949
934,2021-12-02,JAMAICA,NY,11432,QUEENS,2022,TESLA,2021,40.7119,-73.7944
935,2021-12-07,NEW YORK,NY,10075,NEW YORK,2022,TESLA,2021,40.7143,-74.006
939,2021-11-27,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
944,2021-11-26,FOREST HILLS,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
948,2021-11-19,BROOKLYN,NY,11238,KINGS,2022,TESLA,2021,40.679,-73.9644
954,2021-11-21,BRONX,NY,10463,BRONX,2022,TESLA,2021,40.8798,-73.9067
957,2021-11-21,REGO PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
962,2021-11-21,BROOKLYN,NY,11226,KINGS,2022,TESLA,2021,40.6467,-73.957
964,2021-11-21,DOUGLASTON,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
972,2021-12-29,LONG IS CITY,NY,11101,QUEENS,2022,TESLA,2021,40.7446,-73.9345
979,2021-12-31,GLENDALE,NY,11385,KINGS,2022,TESLA,2021,40.7036,-73.8961
980,2021-12-18,BROOKLYN,NY,11235,KINGS,2022,TESLA,2021,40.5839,-73.9536
981,2021-12-24,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
982,2021-12-12,JACKSON HTS,NY,11372,QUEENS,2022,TESLA,2021,40.7513,-73.883
987,2021-12-12,STATEN ISLAND,NY,10310,RICHMOND,2022,TESLA,2021,40.6324,-74.1171
993,2021-11-28,NEW YORK,NY,10014,NEW YORK,2022,TESLA,2021,40.7339,-74.0054
998,2021-12-03,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
1001,2021-12-02,STATEN ISLAND,NY,10305,RICHMOND,2022,TESLA,2021,40.5973,-74.0768
1002,2021-12-02,BROOKLYN,NY,11222,KINGS,2022,TESLA,2021,40.7272,-73.9498
1012,2021-12-04,BROOKLYN,NY,11204,KINGS,2022,TESLA,2021,40.6179,-73.9856
1014,2021-11-23,SAINT ALBANS,NY,11412,QUEENS,2022,TESLA,2021,40.6958,-73.7617
1016,2021-11-24,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
1017,2021-11-23,BROOKLYN,NY,11238,KINGS,2022,TESLA,2021,40.679,-73.9644
1020,2021-11-18,NEW YORK,NY,10007,NEW YORK,2022,TESLA,2021,40.7139,-74.007
1033,2021-11-21,NEW YORK,NY,10025,NEW YORK,2022,TESLA,2021,40.7975,-73.9683
1035,2021-11-23,FLUSHING,NY,11355,QUEENS,2022,TESLA,2021,40.7536,-73.8226
1040,2021-12-22,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
1043,2021-12-22,COLLEGE POINT,NY,11356,QUEENS,2022,TESLA,2021,40.7855,-73.845
1046,2021-12-13,NEW YORK,NY,10035,NEW YORK,2022,TESLA,2021,40.8011,-73.9371
1047,2021-12-28,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
1050,2021-12-14,BROOKLYN,NY,11217,KINGS,2022,TESLA,2021,40.6816,-73.9798
1056,2021-12-10,FLUSHING,NY,11367,QUEENS,2022,TESLA,2021,40.728,-73.8195
1057,2021-12-05,BRONX,NY,10461,BRONX,2022,TESLA,2021,40.8465,-73.841
1063,2021-12-01,BROOKLYN,NY,11221,KINGS,2022,TESLA,2021,40.6907,-73.9274
1069,2021-12-13,BROOKLYN,NY,11218,KINGS,2022,TESLA,2021,40.6424,-73.9758
1071,2021-12-03,FLUSHING,NY,11354,QUEENS,2022,TESLA,2021,40.7667,-73.8241
1073,2021-12-08,BRONX,NY,10456,BRONX,2022,TESLA,2021,40.8316,-73.9099
1074,2021-12-07,BRONX,NY,10457,BRONX,2022,TESLA,2021,40.8486,-73.8999
1080,2021-11-22,COLLEGE POINT,NY,11356,QUEENS,2022,TESLA,2021,40.7855,-73.845
1082,2021-11-28,LITTLE NECK,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
1084,2021-11-23,BROOKLYN,NY,11207,KINGS,2022,TESLA,2021,40.6705,-73.894
1091,2021-11-23,STATEN ISLAND,NY,10302,RICHMOND,2022,TESLA,2021,40.6306,-74.1379
1094,2021-12-23,ASTORIA,NY,11102,QUEENS,2022,TESLA,2021,40.7706,-73.9265
1095,2021-11-20,NEW YORK,NY,10007,NEW YORK,2022,TESLA,2021,40.7139,-74.007
1096,2021-11-21,NEW YORK,NY,10069,NEW YORK,2022,TESLA,2021,40.778,-73.9884
1098,2021-11-22,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
1102,2021-11-21,JAMACIA,NY,11436,QUEENS,2022,TESLA,2021,40.6763,-73.7966
1104,2021-11-23,NEW YORK,NY,10016,NEW YORK,2022,TESLA,2021,40.7443,-73.9781
1105,2021-12-31,STATEN ISLAND,NY,10305,RICHMOND,2022,TESLA,2021,40.5973,-74.0768
1108,2021-12-29,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
1109,2021-11-22,OAKLAND GDNS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
1117,2021-11-20,FLUSHING,NY,11355,QUEENS,2022,TESLA,2021,40.7536,-73.8226
1118,2021-11-23,BROOKLYN,NY,11204,KINGS,2022,TESLA,2021,40.6179,-73.9856
1121,2021-12-18,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
1122,2021-11-26,GLENDALE,NY,11385,QUEENS,2022,TESLA,2021,40.7036,-73.8961
1124,2021-11-24,BROOKLYN,NY,11222,KINGS,2022,TESLA,2021,40.7272,-73.9498
1128,2021-11-26,BROOKLYN,NY,11218,KINGS,2022,TESLA,2021,40.6424,-73.9758
1129,2021-11-21,HOLLIS,NY,11423,QUEENS,2022,TESLA,2021,40.7142,-73.7677
1131,2021-11-24,NEW YORK,NY,10021,NEW YORK,2022,TESLA,2021,40.7685,-73.9588
1136,2021-12-22,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
1142,2021-11-27,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
1145,2021-11-18,NEW YORK,NY,10013,NEW YORK,2022,TESLA,2021,40.7185,-74.0025
1150,2021-12-22,FOREST HILLS,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
1154,2021-12-10,REGO PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
1157,2021-11-26,BROOKLYN,NY,11223,KINGS,2022,TESLA,2021,40.5979,-73.9743
1158,2021-11-27,STATEN ISLAND,NY,10304,RICHMOND,2022,TESLA,2021,40.6102,-74.0878
1164,2021-11-19,BROOKLYN,NY,11218,KINGS,2022,TESLA,2021,40.6424,-73.9758
1165,2021-12-06,JAMAICA,NY,11432,QUEENS,2022,TESLA,2021,40.7119,-73.7944
1166,2021-11-22,BRONX,NY,10463,BRONX,2022,TESLA,2021,40.8798,-73.9067
1169,2021-12-29,ASTORIA,NY,11102,QUEENS,2022,TESLA,2021,40.7706,-73.9265
1172,2021-12-24,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
1173,2021-12-22,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
1177,2021-12-16,BROOKLYN,NY,11238,KINGS,2022,TESLA,2021,40.679,-73.9644
1179,2021-12-05,BROOKLYN,NY,11222,KINGS,2022,TESLA,2021,40.7272,-73.9498
1181,2021-11-29,BRONX,NY,10462,BRONX,2022,TESLA,2021,40.8434,-73.8602
1184,2021-11-20,BROOKLYN,NY,11214,KINGS,2022,TESLA,2021,40.6016,-73.9968
1185,2021-11-23,LITTLE NECK,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
1191,2021-11-27,ARVERNE,NY,11692,QUEENS,2022,TESLA,2021,40.5923,-73.7933
1195,2021-11-21,BROOKLYN,NY,11228,KINGS,2022,TESLA,2021,40.6174,-74.0121
1197,2021-11-27,BROOKLYN,NY,11214,KINGS,2022,TESLA,2021,40.6016,-73.9968
1205,2021-12-11,NEW YORK,NY,10036,NEW YORK,2022,TESLA,2021,40.7597,-73.9918
1207,2021-11-24,S OZONE PARK,NY,11420,QUEENS,2022,TESLA,2021,40.6744,-73.819
1210,2021-11-23,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
1212,2021-12-23,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
1213,2021-12-28,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
1221,2021-11-28,JAMAICA,NY,11432,QUEENS,2022,TESLA,2021,40.7119,-73.7944
1222,2021-11-23,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
1224,2021-11-20,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
1225,2021-12-21,BROOKLYN,NY,11234,KINGS,2022,TESLA,2021,40.6205,-73.9239
1226,2021-11-23,NEW YORK,NY,10025,NEW YORK,2022,TESLA,2021,40.7975,-73.9683
1232,2021-12-01,BROOKLYN,NY,11228,KINGS,2022,TESLA,2021,40.6174,-74.0121
1237,2021-11-22,SPRNGFLD GRDNS,NY,11413,QUEENS,2022,TESLA,2021,40.6645,-73.7559
1245,2021-12-18,NEW YORK,NY,10032,NEW YORK,2022,TESLA,2021,40.8382,-73.942
1246,2021-11-26,SUNNYSIDE,NY,11104,QUEENS,2022,TESLA,2021,40.7436,-73.9216
1249,2021-12-04,BRONX,NY,10462,BRONX,2022,TESLA,2021,40.8434,-73.8602
1255,2021-11-22,FLUSHING,NY,11355,QUEENS,2022,TESLA,2021,40.7536,-73.8226
1257,2021-12-22,BRONX,NY,10465,BRONX,2022,TESLA,2021,40.8261,-73.8196
1258,2021-12-22,BRONX,NY,10469,BRONX,2022,TESLA,2021,40.8702,-73.8495
1264,2021-12-09,BROOKLYN,NY,11223,KINGS,2022,TESLA,2021,40.5979,-73.9743
1267,2021-11-26,BROOKLYN,NY,11236,KINGS,2022,TESLA,2021,40.6407,-73.9028
1271,2021-11-24,NEW YORK,NY,10039,NEW YORK,2022,TESLA,2021,40.8265,-73.9383
1277,2021-11-19,BROOKLYN,NY,11205,KINGS,2022,TESLA,2021,40.6924,-73.9666
1278,2021-11-19,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
1288,2021-11-26,NEW YORK,NY,10011,NEW YORK,2022,TESLA,2021,40.7402,-73.9996
1291,2021-11-21,BAYSIDE,NY,11360,QUEENS,2022,TESLA,2021,40.7807,-73.7812
1292,2021-11-26,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
1293,2021-11-21,BROOKLYN,NY,11205,KINGS,2022,TESLA,2021,40.6924,-73.9666
1296,2021-11-20,BROOKLYN,NY,11209,KINGS,2022,TESLA,2021,40.6251,-74.0303
1298,2021-11-21,LONG IS CITY,NY,11101,QUEENS,2022,TESLA,2021,40.7446,-73.9345
1301,2021-12-27,ASTORIA,NY,11105,QUEENS,2022,TESLA,2021,40.7763,-73.911
1303,2021-12-26,NEW YORK,NY,10028,NEW YORK,2022,TESLA,2021,40.7763,-73.9529
1304,2021-12-31,BAYSIDE,NY,11360,QUEENS,2022,TESLA,2021,40.7807,-73.7812
1305,2021-12-18,LONGISLANDCITY,NY,11101,QUEENS,2022,TESLA,2021,40.7446,-73.9345
1306,2021-12-27,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
1309,2021-12-21,NEW YORK,NY,10038,NEW YORK,2022,TESLA,2021,40.7101,-74.0013
1310,2021-12-31,NEW YORK,NY,10075,NEW YORK,2022,TESLA,2021,40.7143,-74.006
1312,2021-12-23,NEW YORK,NY,10011,NEW YORK,2022,TESLA,2021,40.7402,-73.9996
1316,2021-12-24,NEW YORK,NY,10006,NEW YORK,2022,TESLA,2021,40.7085,-74.0135
1317,2021-12-22,NEW YORK,NY,10010,NEW YORK,2022,TESLA,2021,40.7375,-73.9813
1319,2021-10-20,STATEN ISLAND,NY,10309,RICHMOND,2020,AMPER,2021,40.5352,-74.2116
1321,2021-09-01,BROOKLYN,NY,11218,KINGS,2020,AMPER,2021,40.6424,-73.9758
1324,2021-08-04,STATEN ISLAND,NY,10301,RICHMOND,2020,AMPER,2021,40.6316,-74.0927
1330,2021-09-28,ASTORIA,NY,11105,QUEENS,2018,CENNTRO,2021,40.7763,-73.911
1333,2021-11-29,BROOKLYN,NY,11222,KINGS,2022,RIVIAN,2021,40.7272,-73.9498
1334,2021-11-22,BROOKLYN,NY,11222,KINGS,2022,RIVIAN,2021,40.7272,-73.9498
1336,2021-11-18,BROOKLYN,NY,11249,KINGS,2012,TOYOTA,2021,40.6451,-73.945
1337,2021-07-26,NEW YORK,NY,10006,NEW YORK,2020,TOYOTA,2021,40.7085,-74.0135
1343,2021-03-16,BRONX,NY,10468,BRONX,2017,GENZE,2021,40.8662,-73.9003
1344,2021-03-08,BROOKLYN,NY,11216,KINGS,2016,GENZE,2021,40.6794,-73.9496
1345,2021-07-29,NEW YORK,NY,10002,NEW YORK,2016,GENZE,2021,40.7152,-73.9877
1346,2021-03-08,BROOKLYN,NY,11216,KINGS,2016,GENZE,2021,40.6794,-73.9496
1355,2021-03-30,NEW YORK,NY,10002,NEW YORK,2021,LEXUS,2021,40.7152,-73.9877
1358,2021-02-19,BROOKLYN,NY,11206,KINGS,2019,ALTA,2021,40.7012,-73.9436
1362,2021-06-03,BROOKLYN,NY,11201,KINGS,2020,ZERO EV,2021,40.694,-73.9903
1367,2021-03-12,ASTORIA,NY,11106,QUEENS,2020,ZERO EV,2021,40.7608,-73.9295
1368,2021-06-24,NEW YORK,NY,10029,NEW YORK,2020,ZERO EV,2021,40.7918,-73.9447
1374,2021-03-15,NEW YORK,NY,10011,NEW YORK,2020,ZERO EV,2021,40.7402,-73.9996
1377,2021-01-26,BROOKLYN,NY,11232,KINGS,2020,ZERO EV,2021,40.6521,-74.0018
1378,2021-03-26,NEW YORK,NY,10013,NEW YORK,2020,ZERO EV,2021,40.7185,-74.0025
1381,2021-10-13,NEW YORK,NY,10037,NEW YORK,2021,ZERO EV,2021,40.8135,-73.9381
1383,2021-03-08,NEW YORK,NY,10065,NEW YORK,2020,ZERO EV,2021,40.7651,-73.9638
1386,2021-08-02,BROOKLYN,NY,11234,KINGS,2016,ZERO EV,2021,40.6205,-73.9239
1387,2021-03-12,ELMHURST,NY,11373,QUEENS,2016,ZERO EV,2021,40.7351,-73.8776
1394,2021-03-23,STATEN ISLAND,NY,10306,RICHMOND,2014,ZERO EV,2021,40.5682,-74.1184
1397,2021-10-22,BROOKLYN,NY,11204,KINGS,2022,ZERO EV,2021,40.6179,-73.9856
1399,2021-11-15,ELMHURST,NY,11373,QUEENS,2022,ZERO EV,2021,40.7351,-73.8776
1400,2021-04-07,BRONX,NY,10452,BRONX,2020,ZERO EV,2021,40.8376,-73.9216
1404,2021-03-30,NEW YORK,NY,10024,NEW YORK,2020,ZERO EV,2021,40.7864,-73.9764
1408,2021-03-05,BROOKLYN,NY,11231,KINGS,2020,ZERO EV,2021,40.6794,-74.0014
1417,2021-06-09,EAST ELMHURST,NY,11370,QUEENS,2019,ZERO EV,2021,40.7611,-73.8916
1420,2021-03-17,BROOKLYN,NY,11215,KINGS,2018,ZERO EV,2021,40.6669,-73.9828
1422,2021-04-16,BROOKLYN,NY,11211,KINGS,2018,ZERO EV,2021,40.7095,-73.9563
1424,2021-01-26,NEW YORK,NY,10026,NEW YORK,2019,ZERO EV,2021,40.8019,-73.9531
1425,2021-10-21,NEW YORK,NY,10075,NEW YORK,2018,ZERO EV,2021,40.7143,-74.006
1428,2021-09-10,BROOKLYN,NY,11226,KINGS,2017,ZERO EV,2021,40.6467,-73.957
1433,2021-03-14,WHITESTONE,NY,11357,QUEENS,2017,ZERO EV,2021,40.7851,-73.8096
1436,2021-04-08,BROOKLYN,NY,11238,KINGS,2016,ZERO EV,2021,40.679,-73.9644
1461,2021-03-13,BROOKLYN,NY,11222,KINGS,2020,ZERO EV,2021,40.7272,-73.9498
1462,2021-10-08,BROOKLYN,NY,11233,KINGS,2021,ZERO EV,2021,40.6784,-73.9211
1463,2021-03-13,BROOKLYN,NY,11238,KINGS,2020,ZERO EV,2021,40.679,-73.9644
1468,2021-05-03,STATEN ISLAND,NY,10301,RICHMOND,2018,ZERO EV,2021,40.6316,-74.0927
1471,2021-02-25,QUEENS VILLAGE,NY,11429,QUEENS,2018,ZERO EV,2021,40.709,-73.7401
1472,2021-01-28,MASPETH,NY,11378,QUEENS,2017,ZERO EV,2021,40.7239,-73.8997
1474,2021-05-01,FOREST HILLS,NY,11375,QUEENS,2017,ZERO EV,2021,40.7229,-73.8473
1482,2021-05-06,STATEN ISLAND,NY,10303,RICHMOND,2020,ZERO EV,2021,40.6301,-74.1607
1483,2021-09-30,NEW YORK,NY,10037,NEW YORK,2021,ZERO EV,2021,40.8135,-73.9381
1488,2021-05-20,LONG ISLAND CI,NY,11109,QUEENS,2019,ZERO EV,2021,40.7454,-73.9575
1503,2021-06-25,BROOKLYN,NY,11216,KINGS,2012,AZURE,2021,40.6794,-73.9496
1506,2015-09-18,STATEN ISLAND,NY,10301,RICHMOND,2014,INTERNATIONAL,2015,40.6316,-74.0927
1513,2021-07-27,NEW YORK,NY,10111,NEW YORK,2019,POLESTAR,2021,40.7592,-73.9778
1528,2015-12-09,RANDALLS ISLND,NY,10035,NEW YORK,2015,POLESTAR,2015,40.8011,-73.9371
1559,2021-10-04,NEW YORK,NY,10018,NEW YORK,2018,GEM,2021,40.7547,-73.9925
1567,2021-07-02,BROOKLYN,NY,11224,KINGS,2017,POLESTAR,2021,40.5767,-73.9884
1588,2020-09-14,NEW YORK,NY,10031,NEW YORK,2020,POLESTAR,2020,40.8246,-73.9507
1589,2021-04-29,NEW YORK,NY,10075,NEW YORK,2017,GEM,2021,40.7143,-74.006
1597,2020-07-21,NEW YORK,NY,10022,KINGS,2018,POLESTAR,2020,40.7571,-73.9657
1600,2017-09-14,FLUSHING,NY,11373,QUEENS,2017,GEM,2017,40.7351,-73.8776
1606,2020-08-25,NEW YORK,NY,10028,NEW YORK,2017,POLESTAR,2020,40.7763,-73.9529
1612,2020-11-17,NEW YORK,NY,10036,NEW YORK,2013,GEM,2020,40.7597,-73.9918
1620,2020-07-07,BROOKLYN,NY,11236,KINGS,2015,GEM,2020,40.6407,-73.9028
1621,2021-09-27,NEW YORK,NY,10003,NEW YORK,2015,GEM,2021,40.7313,-73.9892
1624,2021-10-28,NEW YORK,NY,10024,NEW YORK,2021,POLESTAR,2021,40.7864,-73.9764
1635,2020-07-30,NEW YORK,NY,10003,NEW YORK,2020,POLESTAR,2020,40.7313,-73.9892
1647,2021-10-06,NEW YORK,NY,10001,NEW YORK,2015,GEM,2021,40.7484,-73.9967
1658,2021-06-04,NEW YORK,NY,10018,NEW YORK,2019,POLESTAR,2021,40.7547,-73.9925
1666,2018-08-01,NEW YORK,NY,10031,NEW YORK,2018,POLESTAR,2018,40.8246,-73.9507
1683,2021-08-17,ASTORIA,NY,11103,QUEENS,2018,KARMA,2021,40.7627,-73.9149
1684,2020-10-28,BRONX,NY,10475,BRONX,2018,KARMA,2020,40.8729,-73.8278
1688,2021-10-07,NEW YORK,NY,10014,NEW YORK,2021,CRUS,2021,40.7339,-74.0054
1689,2021-10-08,NEW YORK,NY,10005,NEW YORK,2021,CRUS,2021,40.7056,-74.0083
1691,2021-08-05,NEW YORK,NY,10023,NEW YORK,2019,MOKE,2021,40.7764,-73.9827
1693,2021-12-06,NEW YORK,NY,10022,NEW YORK,2018,CRUS,2021,40.7571,-73.9657
1705,2021-06-16,NEW YORK,NY,10014,NEW YORK,2021,CRUS,2021,40.7339,-74.0054
1708,2021-07-19,BROOKLYN,NY,11230,KINGS,2021,CRUS,2021,40.6225,-73.965
1709,2021-02-22,NEW YORK,NY,10075,NEW YORK,2019,CRUS,2021,40.7143,-74.006
1711,2021-06-10,NEW YORK,NY,10065,NEW YORK,2021,CRUS,2021,40.7651,-73.9638
1712,2021-06-10,NEW YORK,NY,10065,NEW YORK,2021,CRUS,2021,40.7651,-73.9638
1715,2021-09-15,NEW YORK,NY,10021,NEW YORK,2021,CRUS,2021,40.7685,-73.9588
1722,2021-06-10,NEW YORK,NY,10065,NEW YORK,2021,CRUS,2021,40.7651,-73.9638
1724,2021-03-29,NEW YORK,NY,10023,NEW YORK,2019,CRUS,2021,40.7764,-73.9827
1725,2021-06-15,NEW YORK,NY,10021,NEW YORK,2018,CRUS,2021,40.7685,-73.9588
1727,2020-08-16,BROOKLYN,NY,11231,KINGS,2018,CRUS,2020,40.6794,-74.0014
1728,2021-06-10,NEW YORK,NY,10065,NEW YORK,2021,CRUS,2021,40.7651,-73.9638
1729,2021-06-10,NEW YORK,NY,10065,NEW YORK,2021,CRUS,2021,40.7651,-73.9638
1733,2020-07-28,NEW YORK,NY,10021,NEW YORK,2020,CRUS,2020,40.7685,-73.9588
1735,2021-05-22,NEW YORK,NY,10128,NEW YORK,2019,CRUS,2021,40.7816,-73.9511
1736,2020-03-29,NEW YORK,NY,10065,NEW YORK,2018,CRUS,2020,40.7651,-73.9638
1743,2021-06-02,NEW YORK,NY,10128,NEW YORK,2021,CRUS,2021,40.7816,-73.9511
1744,2021-06-10,NEW YORK,NY,10065,NEW YORK,2021,CRUS,2021,40.7651,-73.9638
1752,2020-08-21,NEW YORK,NY,10075,NEW YORK,2020,CRUS,2020,40.7143,-74.006
1753,2021-08-30,NEW YORK,NY,10036,NEW YORK,2019,CRUS,2021,40.7597,-73.9918
1755,2020-06-23,NEW YORK,NY,10007,NEW YORK,2018,CRUS,2020,40.7139,-74.007
1761,2020-06-26,NEW YORK,NY,10024,NEW YORK,2012,CR/CA,2020,40.7864,-73.9764
1762,2020-04-22,NEW YORK,NY,10023,NEW YORK,2018,CRUS,2020,40.7764,-73.9827
1768,2020-06-29,NEW YORK,NY,10022,NEW YORK,2018,CRUS,2020,40.7571,-73.9657
1769,2020-06-10,NEW YORK,NY,10065,NEW YORK,2018,CRUS,2020,40.7651,-73.9638
1771,2021-06-30,NEW YORK,NY,10021,NEW YORK,2018,CRUS,2021,40.7685,-73.9588
1773,2020-07-23,NEW YORK,NY,10009,NEW YORK,2018,CRUS,2020,40.7262,-73.9796
1774,2021-04-27,NEW YORK,NY,10069,NEW YORK,2018,CRUS,2021,40.778,-73.9884
1780,2021-11-21,S RICHMOND HL,NY,11419,QUEENS,2022,TESLA,2021,40.6868,-73.823
1781,2021-11-20,STATEN ISLAND,NY,10307,RICHMOND,2022,TESLA,2021,40.5085,-74.2445
1785,2021-06-23,NEW YORK,NY,10128,NEW YORK,2021,TESLA,2021,40.7816,-73.9511
1787,2021-09-24,NEW YORK,NY,10028,NEW YORK,2021,TESLA,2021,40.7763,-73.9529
1796,2021-03-11,NEW YORK,NY,10037,NEW YORK,2021,TESLA,2021,40.8135,-73.9381
1800,2021-07-24,JAMAICA,NY,11434,QUEENS,2021,TESLA,2021,40.6775,-73.7758
1803,2020-12-30,NEW YORK,NY,10022,NEW YORK,2021,TESLA,2020,40.7571,-73.9657
1807,2021-11-01,WHITESTONE,NY,11357,QUEENS,2021,TESLA,2021,40.7851,-73.8096
1811,2021-10-23,BRONX,NY,10458,BRONX,2021,TESLA,2021,40.8633,-73.8895
1812,2021-10-26,NEW YORK,NY,10033,NEW YORK,2021,TESLA,2021,40.8496,-73.9356
1813,2021-12-22,FOREST HILLS,NY,11375,QUEENS,2021,TESLA,2021,40.7229,-73.8473
1816,2021-09-24,BROOKLYN,NY,11225,KINGS,2021,TESLA,2021,40.6628,-73.9546
1818,2021-09-30,STATEN ISLAND,NY,10306,RICHMOND,2021,TESLA,2021,40.5682,-74.1184
1828,2020-11-20,STATEN ISLAND,NY,10301,RICHMOND,2020,TESLA,2020,40.6316,-74.0927
1834,2020-09-11,NEW YORK,NY,10023,NEW YORK,2020,TESLA,2020,40.7764,-73.9827
1836,2020-07-25,FRESH MEADOWS,NY,11366,QUEENS,2020,TESLA,2020,40.7272,-73.7949
1843,2020-03-20,STATEN ISLAND,NY,10307,RICHMOND,2020,TESLA,2020,40.5085,-74.2445
1844,2020-04-11,BROOKLYN,NY,11238,KINGS,2020,TESLA,2020,40.679,-73.9644
1853,2021-12-03,NEW HYDE PARK,NY,11040,QUEENS,2020,TESLA,2021,40.7294,-73.6828
1855,2021-12-09,BRONX,NY,10466,BRONX,2020,TESLA,2021,40.8904,-73.8503
1867,2021-12-31,REGAL PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
1872,2021-11-18,BROOKLYN,NY,11214,KINGS,2022,TESLA,2021,40.6016,-73.9968
1884,2021-03-31,BRONX,NY,10452,BRONX,2021,TESLA,2021,40.8376,-73.9216
1889,2021-08-09,BRIARWOOD,NY,11435,QUEENS,2021,TESLA,2021,40.7029,-73.8111
1894,2021-11-02,STATEN ISLAND,NY,10312,RICHMOND,2021,TESLA,2021,40.5457,-74.1792
1904,2021-09-10,BROOKYLN,NY,11211,KINGS,2021,TESLA,2021,40.7095,-73.9563
1911,2021-08-05,NEW YORK,NY,10012,NEW YORK,2021,TESLA,2021,40.7255,-73.9983
1913,2020-10-23,NEW YORK,NY,10001,NEW YORK,2020,TESLA,2020,40.7484,-73.9967
1917,2020-09-22,NEW YORK,NY,10017,NEW YORK,2020,TESLA,2020,40.7517,-73.9707
1920,2021-05-08,STATEN ISLAND,NY,10307,RICHMOND,2020,TESLA,2021,40.5085,-74.2445
1923,2020-09-10,S OZONE PARK,NY,11420,QUEENS,2020,TESLA,2020,40.6744,-73.819
1929,2020-06-08,BRONX,NY,10465,BRONX,2020,TESLA,2020,40.8261,-73.8196
1932,2021-06-14,BROOKLYN,NY,11206,KINGS,2020,TESLA,2021,40.7012,-73.9436
1933,2020-05-09,BROOKLYN,NY,11206,KINGS,2020,TESLA,2020,40.7012,-73.9436
1934,2020-11-20,BROOKLYN,NY,11231,KINGS,2020,TESLA,2020,40.6794,-74.0014
1936,2021-02-04,BROOKLYN,NY,11235,KINGS,2020,TESLA,2021,40.5839,-73.9536
1938,2020-11-24,BROOKLYN,NY,11211,KINGS,2020,TESLA,2020,40.7095,-73.9563
1939,2021-07-06,DOUGLASTON,NY,11362,QUEENS,2020,TESLA,2021,40.7591,-73.7326
1947,2021-11-23,LITTLE NECK,NY,11362,QUEENS,2020,TESLA,2021,40.7591,-73.7326
1951,2021-12-23,BROOKLYN,NY,11211,KINGS,2022,TESLA,2021,40.7095,-73.9563
1954,2021-12-03,BROOKLYN,NY,11219,KINGS,2022,TESLA,2021,40.6336,-73.996
1956,2021-06-24,STATEN ISLAND,NY,10304,RICHMOND,2021,TESLA,2021,40.6102,-74.0878
