"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"ESRCBUS","202206","467.633","2","Electricity Sales to Ultimate Customers in the Residential Sector","Trillion Btu"
"ESRCBUS","202207","563.408","2","Electricity Sales to Ultimate Customers in the Residential Sector","Trillion Btu"
"TNRCBUS","194913","4688.482","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195013","5075.876","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195113","5388.193","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195213","5477.581","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195313","5408.096","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195413","5659.126","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195513","6046.176","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195613","6329.206","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195713","6278.929","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195813","6703.989","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","195913","6818.344","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196013","7338.626","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196113","7507.703","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196213","7874.476","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196313","7945.857","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196413","8039.76","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196513","8272.86","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196613","8582.145","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196713","8872.422","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196813","9235.299","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","196913","9699.546","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197013","9914.103","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197113","10132.579","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197213","10465.897","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197301","1519.56","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197302","1344.139","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197303","1141.401","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197304","858.084","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197305","671.797","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197306","520.362","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197307","491.535","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197308","506.921","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197309","533.991","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197310","609.497","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197311","859.322","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197312","1145.776","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197313","10202.388","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197401","1416.367","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197402","1225.897","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197403","1069.415","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197404","871.28","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197405","640.421","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197406","528.647","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197407","501.101","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197408","490.672","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197409","521.838","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197410","635.523","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197411","790.983","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197412","1189.216","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197413","9881.359","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197501","1330.735","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197502","1263.042","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197503","1162.376","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197504","1019.282","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197505","666.974","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197506","525.373","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197507","503.926","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197508","500.536","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197509","528.702","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197510","591.145","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197511","726.582","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197512","1178.358","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197513","9997.031","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197601","1510.09","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197602","1287.176","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197603","1057.265","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197604","823.575","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197605","663.427","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197606","555.121","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197607","517.388","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197608","502.566","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197609","519.779","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197610","637.724","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197611","987.99","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197612","1398.942","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197613","10461.043","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197701","1712.405","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197702","1455.146","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197703","1043.713","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197704","782.747","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197705","604.787","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197706","531.382","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197707","527.46","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197708","525.066","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197709","527.055","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197710","637.557","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197711","801.612","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197712","1246.921","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197713","10395.852","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197801","1457.177","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197802","1457.287","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197803","1238.686","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197804","836.801","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197805","682.574","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197806","549.271","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197807","535.843","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197808","555.685","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197809","557.495","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197810","644.624","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197811","834.145","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197812","1212.292","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197813","10561.878","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197901","1503.298","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197902","1493.316","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197903","1152.047","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197904","856.151","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197905","640.681","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197906","528.537","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197907","514.159","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197908","532.541","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197909","522.191","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197910","606.697","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197911","801.246","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197912","1098.265","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","197913","10249.131","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198001","1287.854","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198002","1295.565","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198003","1132.815","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198004","817.491","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198005","616.391","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198006","534.478","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198007","530.482","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198008","533.217","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198009","532.167","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198010","618.291","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198011","816.796","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198012","1171.746","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198013","9887.904","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198101","1444.971","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198102","1227.466","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198103","993.522","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198104","709.127","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198105","588.973","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198106","508.588","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198107","520.547","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198108","515.969","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198109","495.15","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198110","633.724","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198111","775.945","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198112","1094.691","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198113","9510.042","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198201","1426.157","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198202","1261.056","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198203","1056.863","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198204","870.721","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198205","584.988","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198206","508.183","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198207","507.772","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198208","515.632","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198209","539.004","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198210","586.126","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198211","745.409","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198212","1034.264","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198213","9636.085","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198301","1365.646","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198302","1128.117","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198303","1023.112","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198304","850.67","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198305","616.214","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198306","509.505","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198307","519.576","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198308","547.646","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198309","531.285","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198310","546.283","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198311","704.293","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198312","1053.469","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198313","9394.506","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198401","1502.737","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198402","1183.714","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198403","1096.344","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198404","873.121","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198405","662.715","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198406","542.795","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198407","541.546","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198408","548.87","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198409","543.597","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198410","568.461","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198411","749.722","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198412","1060.329","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198413","9872.937","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198501","1325.966","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198502","1387.938","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198503","1035.662","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198504","790.041","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198505","576.248","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198506","534.888","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198507","544.651","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198508","554.373","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198509","556.134","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198510","601.545","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198511","737.737","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198512","1216.347","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198513","9857.531","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198601","1379.792","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198602","1201.972","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198603","1058.652","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198604","758.342","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198605","608.987","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198606","534.394","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198607","569.033","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198608","569.687","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198609","536.294","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198610","605.88","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198611","764.56","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198612","1114.934","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198613","9701.32","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198701","1314.584","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198702","1192.83","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198703","1060.125","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198704","808.698","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198705","602.997","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198706","548.664","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198707","583.039","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198708","584.975","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198709","557.112","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198710","657.382","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198711","792.081","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198712","1123.916","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198713","9825.42","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198801","1475.579","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198802","1310.17","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198803","1106.98","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198804","818.812","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198805","646.387","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198806","557.128","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198807","602.351","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198808","622.168","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198809","575.175","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198810","666.979","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198811","843.51","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198812","1178.87","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198813","10403.689","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198901","1339.807","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198902","1278.31","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198903","1181.167","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198904","851.702","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198905","661.205","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198906","584.703","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198907","599.592","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198908","610.131","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198909","600.39","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198910","667.659","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198911","872.091","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198912","1415.365","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","198913","10661.07","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199001","1344.946","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199002","1106.673","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199003","995.367","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199004","794.243","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199005","619.947","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199006","559.197","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199007","582.256","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199008","580.438","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199009","580.253","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199010","622.538","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199011","791.865","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199012","1128.687","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199013","9705.277","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199101","1425.824","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199102","1142.607","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199103","1031.532","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199104","769.454","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199105","612.349","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199106","568.207","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199107","596.898","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199108","582.178","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199109","569.062","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199110","632.903","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199111","901.564","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199112","1174.886","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199113","10006.154","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199201","1354.968","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199202","1194.28","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199203","1041.66","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199204","848.122","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199205","630.163","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199206","551.985","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199207","584.165","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199208","569.768","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199209","575.117","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199210","655.697","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199211","874.505","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199212","1263.409","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199213","10143.023","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199301","1388.679","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199302","1280.075","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199303","1214.744","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199304","870.152","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199305","605.096","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199306","570.771","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199307","621.924","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
"TNRCBUS","199308","624.269","3","End-Use Energy Consumed by the Residential Sector","Trillion Btu"
